ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000003852|1|000008359||||Faction||
000003852|2|||Bestial Raiders|If this unit starts the game in Strategic Reserves, it can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. If this unit is in Strategic Reserves, for the purposes of setting up this unit on the battlefield, treat the current battle round number as being one higher than it actually is.|Datasheet||
000003853|1|000008359||||Faction||
000003853|2|||Twisted Defence Force|While this unit is within range of an objective marker, each time a ranged attack targets this unit, models in this unit have the Benefit of Cover against that attack.|Datasheet||
000003854|1|000008338||||Core|5+|
000003854|2|000008359||||Faction||
000003854|3|||Fearsome (Aura)|While an enemy unit is within 6" of this unit, each time that enemy unit takes a Battle-shock or Leadership test, subtract 1 from the result.|Datasheet||
000003855|1|000008338||||Core|6+|
000003855|2|000008359||||Faction||
000003855|3|||Mischief Makers (Aura)|While an enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) is within 6" of this unit, each time a model in that unit makes a melee attack, subtract 1 from the Hit roll.|Datasheet||
000003856|1|000008338||||Core|5+|
000003856|2|000008359||||Faction||
000003856|3|||Voltagheist Field|Each time this unit ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
000003856|4|||SERVANTS OF THE ABYSS|If a unit from your army with the Leader ability can be attached to a Cultist Mob, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003857|1|000008359||||Faction||
000003857|2|||Covering Fire|Each time you target this unit with the Fire Overwatch Stratagem, while resolving that Stratagem, hits are scored on unmodified Hit rolls of 5+.|Datasheet||
000003857|3|||HEAVY WEAPONS TEAM|For the purposes of embarking within Transports, each Renegade Heavy Weapons Team model counts as two models.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003858|1|000008359||||Faction||
000003858|2|||Beastmaster|While this unit contains an Ogryn Pack Master model, you can re-roll Charge rolls made for this unit, and each time a Chaos Mauler Hound model in this unit makes an attack, re-roll a Hit roll of 1.|Datasheet||
000003859|1|000008359||||Faction||
000003859|2|||Ogryn Combat Stimms|Each time a model in this unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6. On a 4+, do not remove it from play; that destroyed model can fight after the attacking modelâs unit has finished making its attacks, and is then removed from play.|Datasheet||
000003859|3|||OGRYNS|For the purposes of embarking within Transports, each Renegade Ogryn Brute model counts as one <span class="kwb">TERMINATOR</span> model.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003860|1|000008338||||Core|6+|
000003860|2|000008359||||Faction||
000003860|3|||Wall of Muscle|Each time an attack is allocated to a model in this unit, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000003860|4|||OGRYNS|For the purposes of embarking within Transports, each Renegade Plague Ogryn model counts as one <span class="kwb">TERMINATOR</span> model.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003861|1|000003676||||Faction||
000003861|2|||Trophy Hunters|Each time this unit declares a charge, you can re-roll the Charge roll.|Datasheet||
000003861|3|||Bomb Squigs|Once per battle, for each bomb squig this unit has, after this unit ends a Normal move, you can use one Bomb Squig. If you do, select one enemy unit within 12" and visible to this unit and roll one D6: on a 3+, that enemy unit suffers D3 mortal wounds.<br><br><b>Designerâs Note:</b> <i>Place two Bomb Squig tokens next to the unit, removing one each time this unit uses this ability.</i>|Datasheet||
000003861|4|||ATTACHED UNIT|If a Character unit from your army with the Leader ability can be attached to a Boyz unit, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003871|1|000008346||||Core||
000003871|2|000008521||||Faction||
000003871|3|000008350||||Faction||
000003871|4|||Strategic Knowledge|While this model is leading a unit, that unit is eligible to shoot and declare a charge in a turn in which it Advanced or Fell Back.|Datasheet||
000003871|5|||Watch Master|Once per battle round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000003872|1|000008338||||Core|6+|
000003872|2|000008346||||Core||
000003872|3|000008350||||Faction||
000003872|4|000008521||||Faction||
000003872|5|||Tactical Instinct|While this model is leading a unit, weapons equipped by models in that unit have the [LETHAL HITS] ability.|Datasheet||
000003872|6|||Unstoppable Champion|The first time this model is destroyed, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield, as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with 1 wound remaining.|Datasheet||
000003873|1|000008343||||Core||
000003873|2|000008521||||Faction||
000003873|3|000008350||||Faction||
000003873|4|||Terminatus Assault|You can re-roll Charge rolls made for this unit. Each time this unit ends a Charge move, each enemy unit within Engagement Range of this unit must take a Battle-shock test. If that enemy unit does not have the <span class="kwb">IMPERIUM</span> or <span class="kwb">CHAOS</span> keywords, subtract 1 from that test.|Datasheet||
000003873|5|||Teleport Homer|At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not within your opponentâs deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3" of that token and not within 9" horizontally of one or more enemy units. That token is then removed.|Datasheet||
000003873|6|||Storm Shield|The bearer has a Wounds characteristic of 4.|Wargear||
000003873|7|||ATTACHED UNIT|If a Character from your army with the Leader ability can be attached to a Terminator Squad, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003874|1|000008343||||Core||
000003874|2|000008521||||Faction||
000003874|3|000008350||||Faction||
000003874|4|||Talonstrike Doctrines|Each time this unit is set up on the battlefield, until the end of the turn:<br><ul><li>Improve the Armour Penetration characteristic of weapons equipped by models in this unit by 1.</li><li>Melee weapons equipped by models in this unit have the [LANCE] ability.</li></ul>|Datasheet||
000003874|5|||ATTACHED UNIT|If a Character unit from your army with the Leader ability can be attached to an Assault Intercessors with Jump Packs unit, it can be attached to this unit instead.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003875|1|000008343||||Core||
000003875|2|000008452||||Faction||
000003875|3|000008519||||Faction||
000003875|4|||Catechism of Death|While this unit contains Chaplain Cassius, melee weapons equipped by models in this unit have the [DEVASTATING WOUNDS] ability.|Datasheet||
000003875|5|||Unflinching|You can re-roll Battle-shock tests for this unit.|Datasheet||
000003875|6|||Jump Pack|The bearer has a Move characteristic of 12" and can move over models and terrain as if they were not there.|Wargear||
000003875|7|||Psychic Hood|Models in the bearerâs unit have the Feel No Pain 4+ ability against Psychic Attacks.|Wargear||
000003875|8|||CASSIUS|Your army cannot contain both Chaplain Cassius and <span class="kwb">KILL</span> <span class="kwb">TEAM</span> <span class="kwb">CASSIUS</span>.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003876|1|000008337||||Core||
000003876|2|000008359||||Faction||
000003876|3|||Visions of Suffering (Psychic)|Each time a model in this unit makes an attack that targets an enemy unit that is below its Starting Strength, add 1 to the Hit roll. If that enemy unit is Below Half-strength, add 1 to the Wound roll as well.|Datasheet||
000003876|4|||Voice Eater|Enemy units (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) cannot be targeted with Stratagems while they are within Engagement Range of the bearerâs unit.|Wargear||
000003876|5|||ATTACHED UNIT|If a Character unit from your army with the Leader ability (excluding Epic Heroes) can be attached to a Legionaries unit, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003877|1|000008340||||Core||
000003877|2|000008345||||Core||
000003877|3|000008336||||Core||
000003877|4|000008337||||Core||
000003877|5|000000705||||Faction||
000003877|6|||Feeder Tendrils|Each time this model destroys an enemy <span class="kwb">CHARACTER</span> model, you gain 1CP.|Datasheet||
000003877|7|||Fear of the Unseen (Aura)|While an enemy unit is within 6" of this model, worsen the Leadership characteristic of models in that unit by 1. In addition, in the Battle-shock step of your opponentâs Command phase, if such an enemy unit is below its Starting Strength, it must take a Battle-shock test.|Datasheet||
000003877|8|||HUNTER ORGANISM|This model cannot be your <span class="kwb">WARLORD</span>.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003878|1|000008343||||Core||
000003878|2|000008336||||Core||
000003878|3|000008337||||Core||
000003878|4|000000705||||Faction||
000003878|5|||Parasitic Infection|Each time an <span class="kwb">INFANTRY</span> model is destroyed by an attack made with this modelâs barbed ovipositor, after this model has finished making its attacks, you can add one new Ripper Swarms unit to your army consisting of D3 models and set it up within 3" of this model. If you do, that <span class="kwb">RIPPER</span> <span class="kwb">SWARMS</span> unit can be set up within Engagement Range of the destroyed modelâs unit (but not within Engagement Range of any other enemy units).|Datasheet||
000003878|6|||It Itches!|At the start of the Fight phase, select one enemy unit within Engagement Range of this model. That enemy unit must take a Battle-shock test.|Datasheet||
000003879|1|000008339||||Core|D3|
000003879|2|000008343||||Core||
000003879|3|000000707||||Faction||
000003879|4|000000705||||Faction||
000003879|5|||Will of the Hive Mind|Once per battle round, one model from your army with this ability can use it when a friendly <span class="kwb">TYRANIDS</span> unit within 12" of that model is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP.|Datasheet||
000003879|6|||Paroxysm (Psychic)|At the start of the Fight phase, you can select one enemy unit within 12" of and visible to this model and roll one D6: on a 1, this <span class="kwb">PSYKER</span> suffers D3 mortal wounds; on a 2+, until the end of the phase, subtract 1 from the Attacks characteristic of weapons equipped by models in that unit.|Datasheet||
000003880|1|000008343||||Core||
000003880|2|000008346||||Core||
000003880|3|000000707||||Faction||
000003880|4|000000705||||Faction||
000003880|5|||Alpha Warrior|While this model is leading a unit, weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
000003880|6|||Death Blow|If this model is destroyed by a melee attack, if it has not fought this phase, roll one D6: on a 4+, do not remove it from play. The destroyed model can fight after the attacking modelâs unit has finished making its attacks, and is then removed from play.|Datasheet||
000003881|1|000008343||||Core||
000003881|2|000000705||||Faction||
000003881|3|||Winged Swarm|In your Shooting phase, after this unit has shot, if it is not within Engagement Range of any enemy units, it can make a Normal move of up to 6". If it does, until the end of the turn, this unit is not eligible to declare a charge.|Datasheet||
000003882|1|000008339||||Core|D3|
000003882|2|000008343||||Core||
000003882|3|000000705||||Faction||
000003882|4|||Aerial Seeding|This model must start the battle in Reserves, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model must immediately disembark after it has been set up on the battlefield, and they must be set up more than 9" away from all enemy models. After this model has been set up on the battlefield, no units can embark within it.|Datasheet||
000003883|1|000008340||||Core||
000003883|2|000008345||||Core||
000003883|3|000008336||||Core||
000003883|4|000008337||||Core||
000003883|5|000000705||||Faction||
000003883|6|||Feeder Tendrils|Each time this model destroys an enemy <span class="kwb">CHARACTER</span> model, you gain 1CP.|Datasheet||
000003883|7|||Pheromone Trail|Once per battle round, you can target one model with this ability with the Rapid Ingress Stratagem for 0CP.|Datasheet||
000003884|1|000008343||||Core||
000003884|2|000000705||||Faction||
000003884|3|||Terror From The Deep|Each time this model is set up on the battlefield using the Deep Strike ability, roll one D6 for each enemy unit within 12" of this model: on a 2-4, that unit suffers D3 mortal wounds; on a 5+, that unit suffers 3 mortal wounds and must take a Battle-shock test.|Datasheet||
000003885|1|000008345||||Core||
000003885|2|000008336||||Core||
000003885|3|000008337||||Core||
000003885|4|000000707||||Faction||
000003885|5|000000705||||Faction||
000003885|6|||Feeder Tendrils|Each time this model destroys an enemy <span class="kwb">CHARACTER</span> model, you gain 1CP.|Datasheet||
000003885|7|||Neural Disruption|In your Command phase, select one enemy unit within 12" of this model. That unit must take a Battle-shock test.|Datasheet||
000003885|8|||Psychological Saboteur (Aura)|While an enemy unit is within 12" of this model, if that unit is Battle-shocked:<br><ul><li>Each time a model in that unit makes an attack, subtract 1 from the Hit roll.</li><li>Each time a friendly <span class="kwb">TYRANIDS</span> model makes an attack that targets that unit, add 1 to the Wound roll.</li></ul>|Datasheet||
000003886|1|000008343||||Core||
000003886|2|000000705||||Faction||
000003886|3|||Death From Below|At the end of your opponentâs turn, if this unit is not within Engagement Range of one or more enemy units, you can remove it from the battlefield and place it into Strategic Reserves.|Datasheet||
000003887|1|000008343||||Core||
000003887|2|000000705||||Faction||
000003887|3|||Subterranean Tunnels|In your Movement phase, when this model is set up on the battlefield using the Deep Strike ability, it can use a subterranean tunnel. If it does, this model can be set up anywhere on the battlefield that is more than 6" horizontally away from all enemy units, but until the end of the turn, it is not eligible to declare a charge.|Datasheet||
000003888|1|000008340||||Core||
000003888|2|000008345||||Core||
000003888|3|000008337||||Core||
000003888|4|000000705||||Faction||
000003888|5|||Pouncing Leap|You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000003889|1|000008346||||Core||
000003889|2|000008377||||Faction||
000003889|3|||Grim Determination|While this unit contains an <span class="kwb">OFFICER</span>, you can target this unit with Stratagems even while it is Battle-shocked and Orders issued to this unit do not cease to affect this unit if it becomes Battle-shocked.|Datasheet||
000003889|4|||Master Vox|Each time the <span class="kwb">OFFICER</span> in the bearerâs unit issues an Order, it can issue it to an eligible unit up to 24" away.|Wargear||
000003889|5|||Alchemyk Counteragents|The bearerâs unit has the Feel No Pain 6+ ability against mortal wounds.|Wargear||
000003889|6|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearerâs unit.|Wargear||
000003889|7|||Servo-scribes|Once per battle, when issuing an Order, the Lord Commissar can issue one additional Order.<br><br><b>Designerâs Note:</b> <i>Place a Servo-scribes token next to the unit, removing it when this ability has been used.</i>|Wargear||
000003889|8|||ORDERS| This unitâs <span class="kwb">OFFICER</span> can issue 1 Order to a Regiment unit.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003890|1|000008346||||Core||
000003890|2|000008338||||Core|6+|
000003890|3|000008377||||Faction||
000003890|4|||Tough to Kill|The first time this model is destroyed, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with D3 wounds remaining.|Datasheet||
000003890|5|||Leading the Charge|Each time this modelâs unit makes a Charge move, until the end of the turn, melee weapons equipped by models in that unit have the [DEVASTATING WOUNDS] ability.|Datasheet||
000003890|6|||ORDERS|This <span class="kwb">OFFICER</span> can issue up to 3 Orders to Regiment units.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003891|1|000008346||||Core||
000003891|2|000008344||||Core|6"|
000003891|3|000008377||||Faction||
000003891|4|||Gung-ho Command|While this unit contains an <span class="kwb">OFFICER</span>, ranged weapons equipped by models in this unit have the [ASSAULT] ability.|Datasheet||
000003891|5|||Master Vox|Each time the <span class="kwb">OFFICER</span> in the bearerâs unit issues an Order, it can issue it to an eligible unit up to 24" away.|Wargear||
000003891|6|||Medi-pack|At the start of your Command phase, if the bearerâs unit is below its Starting Strength, you can return up to D3 destroyed <span class="kwb">PLATOON</span> models (excluding <span class="kwb">CHARACTERS</span>) to this unit.|Wargear||
000003891|7|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearerâs unit.|Wargear||
000003891|8|||ORDERS| This unitâs <span class="kwb">OFFICER</span> can issue 1 Order to a Regiment unit.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003892|1|000008339||||Core|D6|
000003892|2|000008377||||Faction||
000003892|3|||Vox-net|Each time this model issues an Order, it can issue it to an eligible unit up to 12" away.|Datasheet||
000003892|4|||Called Shots|Each time this model is selected to shoot, you can re-roll one Hit roll, you can re-roll one Wound roll and you can re-roll one Damage roll when resolving its attacks.|Datasheet||
000003892|5|||ORDERS|This <span class="kwb">OFFICER</span> can issue up to 2 Orders to Squadron units.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003893|1|000008344||||Core|6"|
000003893|2|||Grenadiers|Once per turn, you can target this unit with the Grenade Stratagem for 0CP.|Datasheet||
000003893|3|||Remote Mine|Once per battle, at the start of your Shooting phase, you can select one enemy unit within 9" of and visible to the bearer and roll one D6: on a 3+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a <span class="kwb">VEHICLE</span> or <span class="kwb">FORTIFICATIONS</span> unit.<br><br><b>Designerâs Note:</b> <i>Place a Remote Mine token next to the unit, removing it once this ability has been used.</i>|Wargear||
000003894|1|000008344||||Core|6"|
000003894|2|||Bring it Down!|Each time a model in this unit makes a ranged attack that targets a <span class="kwb">MONSTER</span> of <span class="kwb">VEHICLE</span> unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.|Datasheet||
000003894|3|||EMBARKING|While embarked within a Transport, each model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 modelsâ weapons for the purposes of the Firing Deck ability.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003895|1|||Final Duty|While the Fire Coordinator model is on the battlefield, each time a Heavy Weapons Gunner model is destroyed, roll one D6: on a 3+, do not remove it from play. The destroyed model can shoot after the attacking modelâs unit has finished making its attacks, and is then removed from play.|Datasheet||
000003895|2|||EMBARKING|While embarked within a Transport, each Heavy Weapons Gunner model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 modelsâ weapons for the purposes of the Firing Deck ability.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003896|1|||Remorseless Barrage|In your Shooting phase, after this model has shot, if one or more of those attacks made with an Indirect Fire weapon scored a hit against an enemy unit, that unit must take a Battle-shock test (if an <span class="kwb">INFANTRY</span> unit is hit by one or more attacks made by a multiple rocket launcher, they must subtract 1 from their Battle-shock test when doing so).|Datasheet||
000003897|1|||Rearm, Reload, Fire|While this unit is being affected by an Order, provided it Remained Stationary this turn, all Heavy weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability.|Datasheet||
000003898|1|||Screening Line|Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9" of this unit, if this unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6".|Datasheet||
000003909|1|000008343||||Core||
000003909|2|000008346||||Core||
000003909|3|000009894||||Faction||
000003909|4|||Empyric Ambush|While this model is leading a unit, that unit is eligible to declare a charge in a turn in which it used its Flickerjump ability.|Datasheet||
000003909|5|||Whispering Web|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly Aeldari model makes an attack that targets that unit, an unmodified Hit roll of 5+ scores a Critical Hit.|Datasheet||
000003910|1|||Support Weapon|Each time an attack targets this modelâs unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
000003910|2|||Structural Collapse|Each time this model makes an attack with its D-cannon, re-roll a Damage roll of 1. If that attack targets a <span class="kwb">TITANIC</span> unit, you can re-roll the Damage roll instead.|Datasheet||
000003910|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that <span class="kwb">GUARDIANS</span> unit for the rest of the battle, and that unitâs Starting Strength is increased accordingly.<br><br>This model, and any unit it is joined to, cannot embark within a Transport.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003911|1|||Support Weapon|Each time an attack targets this modelâs unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
000003911|2|||Monofilament Snare|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with its shadow weaver. Until the start of your next turn, that enemy unit is snared. While a unit is snared, each time that unit makes a Normal, Advance or Fall Back move, roll one D6 for each model in that unit: for each 1, that unit suffers 1 mortal wound.|Datasheet||
000003911|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that <span class="kwb">GUARDIANS</span> unit for the rest of the battle, and that unitâs Starting Strength is increased accordingly.<br><br>This model, and any unit it is joined to, cannot embark within a Transport.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003912|1|||Support Weapon|Each time an attack targets this modelâs unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
000003912|2|||Sonic Destruction|In your Shooting phase, each time this model makes an attack with its vibro cannon that targets an enemy unit, improve the Strength, Armour Penetration and Damage characteristics of that attack by 1 for each other friendly <span class="kwb">VIBRO</span> <span class="kwb">CANNON</span> <span class="kwb">PLATFORM</span> model that made one or more attacks with its vibro cannon that also targeted that enemy unit this phase.|Datasheet||
000003912|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that <span class="kwb">GUARDIANS</span> unit for the rest of the battle, and that unitâs Starting Strength is increased accordingly.<br><br>This model, and any unit it is joined to, cannot embark within a Transport.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003913|1|000008339||||Core|D6|
000003913|2|000009894||||Faction||
000003913|3|||Titanic Agility|Each time this model makes a Normal, Advance or Fall Back move, it can move through models and terrain features. When doing so, it can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.|Datasheet||
000003913|4|||Scattershield|The bearer has a 4+ invulnerable save and each time an attack is allocated to the bearer, subtract 1 from the Damage characteristic of that attack.|Wargear||
000003914|1|000008346||||Core||
000003914|2|000009894||||Faction||
000003914|3|000009896||||Faction||
000003914|4|||Overlord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a Wound roll of 1. While that unit is below its Starting Strength, each time a model in that unit makes an attack, you can re-roll the Wound roll instead.|Datasheet||
000003914|5|||Reborn Mastermind|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP.|Datasheet||
000003914|6|||Shadow Field|You cannot re-roll invulnerable saving throws made for the bearer. The first time an invulnerable saving throw made for the bearer is failed, until the end of the battle, the bearer has no invulnerable save.|Wargear||
000003915|1|000008346||||Core||
000003915|2|000009894||||Faction||
000003915|3|000009896||||Faction||
000003915|4|||Storm of Blades|While this model is leading a unit, melee weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
000003915|5|||Empowered by Death|At the start of the Fight phase, if this modelâs unit is below its Starting Strength, until the end of the phase, models in that unit have the Fights First ability.|Datasheet||
000003916|1|000009894||||Faction||
000003916|2|000009896||||Faction||
000003916|3|||Sadistic Raiders|At the end of your Command phase, if you control an objective marker that this unit (or a Transport it is embarked within) is within range of, that objective marker remains under your control until your opponentâs Level of Control over that objective marker is greater than yours at the end of a phase.|Datasheet||
000003916|4|||Phantasm Grenade Launcher|The bearerâs unit has the Grenades keyword.|Wargear||
000003917|1|000009894||||Faction||
000003917|2|000009896||||Faction||
000003917|3|||No Escape|Each time an enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) within Engagement Range of one or more units from your army with this ability is selected to Fall Back, all models in that enemy unit must take a Desperate Escape test. When doing so, if that enemy unit is Battle-shocked, subtract 1 from each of those tests.|Datasheet||
000003918|1|000009894||||Faction||
000003918|2|000009896||||Faction||
000003918|3|||Tormentors|At the start of the Fight phase, each enemy unit within Engagement Range of one or more units from your army with this ability must take a Battle-shock test.|Datasheet||
000003919|1|000009894||||Faction||
000003919|2|000009896||||Faction||
000003919|3|||Eviscerating Fly-by|Each time this unit ends a Normal move, you can select one enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) that it moved over during that move. If you do, roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
000003919|4|||Cluster Caltrops|Each time you roll a D6 for the bearer while resolving this unitâs Eviscerating Fly-by ability, you can re-roll the result.|Wargear||
000003919|5|||Grav-talon|The bearerâs melee weapons have the [LANCE] ability.|Wargear||
000003920|1|000008339||||Core|D3|
000003920|2|000008343||||Core||
000003920|3|000008334||||Core|11|
000003920|4|000009894||||Faction||
000003920|5|000009896||||Faction||
000003920|6|||Aethersails|Each time this model Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6" to the Move characteristic of this model.|Datasheet||
000003921|1|000008339||||Core|1|
000003921|2|000008343||||Core||
000003921|3|000008334||||Core|6|
000003921|4|000008337||||Core||
000003921|5|000009894||||Faction||
000003921|6|000009896||||Faction||
000003921|7|||Lithe Embarkation|At the end of the Fight phase, if there are no models currently embarked within this <span class="kwb">TRANSPORT</span>, you can select one friendly Ynnari Infantry unit that only includes models from the units listed in this unitâs Transport section, that has 6 or fewer models and that is wholly within 6" of this <span class="kwb">TRANSPORT</span>. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this <span class="kwb">TRANSPORT</span>.|Datasheet||
000003922|1|000008346||||Core||
000003922|2|000008377||||Faction||
000003922|3|||Heroic Example|While this unitâs Minka Lesk model is on the battlefield, each time a model in this unit makes an attack, you can re-roll the Hit roll.|Datasheet||
000003922|4|||Leskâs Heroes|Add 1 to the Leadership characteristic of models in this unit and you can re-roll Battle-shock and Leadership tests taken for this unit.|Datasheet||
000003922|5|||ORDERS|This unitâs <span class="kwb">OFFICER</span> can issue 2 Orders to Regiment units.|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003922|6|||Regimental Banner|Add 1 to the Objective Control characteristic of models in the bearerâs unit.|Wargear||
000003922|7|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003937|1|000008345||||Core||
000003937|2|000008346||||Core||
000003937|3|000008337||||Core||
000003937|4|||A Hearty âPick Me Upâ|While this model is leading a unit, in your Command phase, you can return up to D3 destroyed models to that unit.|Datasheet||
000003937|5|||Well-stocked Supplies|While this model is leading a unit, improve the Leadership and Objective Control characteristics of models in that unit by 1.|Datasheet||
000003938|1|000008346||||Core||
000003938|2|||Senior Officer|While this model is leading a unit, ranged weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
000003938|3|||Get Back in the Fight|While this model is leading a unit, that unit is eligible to shoot in a turn in which it Fell Back.|Datasheet||
000003938|4|||ORDERS|This <span class="kwb">OFFICER</span> can issue 2 Orders to Regiment units.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000003939|1|000008346||||Core||
000003939|2|||Cadia Stands!|While this unit contains an <span class="kwb">OFFICER</span>, each time a ranged attack targets this unit, if this unit is within range of an objective marker you control, models in this unit have the Benefit of Cover against that attack.|Datasheet||
000003939|3|||Master Vox|Each time the <span class="kwb">OFFICER</span> in the bearerâs unit issues an Order, it can issue it to an eligible unit up to 24" away.|Wargear||
